ciudad,genero,area,salario,edad,antiguedad,nivel_educativo,estado_civil,hijos,turno,satisfaccion_laboral
Medellín,Femenino,Operativos,5597498.56,46,34,Técnico,Soltero,2,Mixto,1.8
Envigado,Femenino,Administrativa,6265398.24,49,1,Secundaria,Divorciado,2,Mixto,9.5
Estrella,Masculino,Servicios Generales,3646544.15,57,25,Técnico,Viudo,0,Nocturno,5.5
Sabaneta,Masculino,Operativos,2092634.37,34,15,Técnico,Unión Libre,0,Nocturno,9.3
Envigado,Femenino,Operativos,3493046.26,37,29,Secundaria,Soltero,2,Mixto,8.3
Medellín,Femenino,Operativos,4808149.54,18,37,Secundaria,Divorciado,0,Mixto,2.3
Medellín,Femenino,Operativos,5899795.6,56,27,Técnico,Soltero,0,Diurno,6.7
Bello,Femenino,Operativos,4087705.82,39,26,Tecnólogo,Casado,1,Mixto,2.8
Estrella,Masculino,Operativos,5858433.8,55,12,Técnico,Divorciado,1,Nocturno,7.5
Envigado,Femenino,Operativos,2307951.1,23,32,Técnico,Divorciado,0,Nocturno,6.5
Estrella,Masculino,Operativos,5928710.02,19,7,Secundaria,Unión Libre,2,Diurno,3.0
Medellín,Femenino,Operativos,4680218.29,19,19,Posgrado,Unión Libre,0,Nocturno,4.8
Medellín,Femenino,Operativos,5514434.11,38,10,Profesional,Soltero,1,Nocturno,5.4
Envigado,Masculino,Operativos,2599685.73,36,15,Secundaria,Divorciado,0,Diurno,9.2
Itagüí,Femenino,Servicios Generales,2638196.58,45,40,Profesional,Unión Libre,0,Mixto,6.2
Estrella,Femenino,Operativos,3380160.86,40,4,Secundaria,Unión Libre,3,Diurno,7.9
Bello,Masculino,Operativos,5628545.96,62,21,Profesional,Casado,4,Diurno,9.1
Medellín,Femenino,Operativos,5087098.97,56,23,Profesional,Divorciado,0,Diurno,1.4
Estrella,No Binario,Operativos,5584595.2,26,22,Profesional,Divorciado,0,Nocturno,4.9
Envigado,Femenino,Servicios Generales,2757064.79,59,39,Técnico,Divorciado,0,Diurno,8.0
Bello,Femenino,Operativos,3103713.45,28,3,Técnico,Viudo,1,Mixto,1.7
Estrella,Masculino,Operativos,3867463.05,50,30,Profesional,Divorciado,0,Mixto,1.4
Envigado,Femenino,Operativos,5138716.3,36,22,Secundaria,Viudo,1,Nocturno,3.2
Bello,No Binario,Servicios Generales,2684199.74,59,3,Profesional,Viudo,1,Nocturno,7.6
Itagüí,Femenino,Operativos,4138502.71,60,37,Posgrado,Unión Libre,4,Nocturno,4.2
Bello,Femenino,Operativos,2638722.42,34,0,Técnico,Casado,2,Diurno,6.7
Envigado,Femenino,Servicios Generales,3463723.98,55,0,Profesional,Divorciado,0,Diurno,8.4
Itagüí,Femenino,Operativos,5233162.34,49,30,Secundaria,Viudo,0,Mixto,3.3
Itagüí,Femenino,Operativos,3445577.15,38,1,Profesional,Soltero,0,Diurno,1.6
Bello,Masculino,Servicios Generales,2294020.9,32,27,Tecnólogo,Divorciado,3,Nocturno,1.8
Estrella,Femenino,Operativos,2499869.57,37,29,Secundaria,Divorciado,2,Mixto,9.7
Itagüí,Masculino,Operativos,4410966.88,56,29,Tecnólogo,Unión Libre,1,Diurno,7.5
Sabaneta,Masculino,Servicios Generales,2931075.05,36,14,Técnico,Casado,1,Diurno,7.2
Sabaneta,No Binario,Servicios Generales,2991911.67,34,32,Profesional,Soltero,1,Mixto,2.3
Bello,Femenino,Operativos,2129991.07,61,16,Posgrado,Casado,1,Nocturno,3.1
Itagüí,Masculino,Operativos,5338984.05,39,31,Secundaria,Soltero,0,Nocturno,1.8
Bello,Masculino,Servicios Generales,2520729.37,57,5,Tecnólogo,Divorciado,0,Nocturno,8.6
Envigado,Masculino,Operativos,3709090.52,21,23,Profesional,Soltero,0,Diurno,3.4
Medellín,Femenino,Operativos,4297869.1,21,25,Secundaria,Unión Libre,0,Diurno,8.6
Sabaneta,Masculino,Operativos,3320749.34,60,34,Técnico,Unión Libre,4,Nocturno,9.3
Bello,No Binario,Operativos,4286677.46,38,37,Secundaria,Divorciado,1,Diurno,5.4
Itagüí,Femenino,Servicios Generales,2186683.96,38,37,Técnico,Casado,1,Mixto,3.2
Bello,No Binario,Servicios Generales,3283883.17,44,40,Técnico,Divorciado,0,Mixto,3.0
Itagüí,Femenino,Operativos,2958904.2,49,22,Tecnólogo,Divorciado,1,Nocturno,8.6
Bello,Femenino,Operativos,4479341.01,41,31,Técnico,Unión Libre,1,Mixto,3.5
Envigado,Femenino,Operativos,4480643.77,26,20,Técnico,Divorciado,0,Nocturno,7.3
Itagüí,No Binario,Servicios Generales,2179533.02,31,18,Técnico,Viudo,3,Mixto,3.2
Estrella,Femenino,Servicios Generales,3747569.87,47,26,Profesional,Casado,0,Mixto,1.6
Itagüí,Femenino,Servicios Generales,3838246.47,22,6,Secundaria,Viudo,0,Mixto,8.9
Medellín,Femenino,Operativos,5929187.81,39,8,Profesional,Divorciado,0,Nocturno,9.1
Bello,Masculino,Operativos,4293801.55,21,35,Profesional,Soltero,1,Diurno,1.2
Envigado,Femenino,Operativos,5273262.43,54,31,Profesional,Soltero,1,Mixto,6.2
Bello,Femenino,Operativos,4613323.26,58,24,Secundaria,Divorciado,3,Nocturno,1.5
Estrella,Femenino,Servicios Generales,2178901.2,39,14,Profesional,Divorciado,1,Diurno,3.6
Bello,No Binario,Operativos,5468303.0,62,11,Profesional,Viudo,4,Mixto,7.7
Estrella,Femenino,Operativos,3661213.36,49,12,Técnico,Viudo,1,Nocturno,3.7
Bello,Femenino,Operativos,2944468.28,42,12,Técnico,Divorciado,1,Nocturno,6.2
Bello,No Binario,Servicios Generales,2527686.77,52,36,Profesional,Viudo,0,Mixto,5.3
Envigado,Femenino,Administrativa,7273749.15,51,27,Técnico,Divorciado,0,Diurno,5.6
Estrella,No Binario,Operativos,4492663.6,33,22,Profesional,Casado,0,Nocturno,2.5
Bello,Femenino,Servicios Generales,3787474.96,32,32,Profesional,Unión Libre,0,Nocturno,9.8
Bello,Femenino,Operativos,3255343.56,34,18,Profesional,Unión Libre,0,Mixto,3.8
Itagüí,Femenino,Operativos,5733028.55,27,24,Profesional,Casado,1,Mixto,2.9
Sabaneta,Femenino,Administrativa,7620196.17,62,8,Técnico,Divorciado,1,Diurno,3.9
Sabaneta,Masculino,Operativos,2070771.67,36,9,Técnico,Soltero,0,Mixto,3.6
Estrella,Masculino,Operativos,2269711.91,35,32,Tecnólogo,Casado,0,Diurno,9.0
Medellín,No Binario,Operativos,3757748.96,47,18,Posgrado,Viudo,2,Diurno,1.1
Envigado,Masculino,Servicios Generales,2650334.32,48,15,Profesional,Casado,0,Mixto,4.0
Estrella,Masculino,Operativos,3859863.18,33,34,Tecnólogo,Casado,1,Mixto,5.6
Envigado,Masculino,Operativos,5421546.79,43,6,Primaria,Viudo,0,Diurno,9.0
Envigado,No Binario,Operativos,3170222.17,23,13,Profesional,Casado,1,Mixto,5.9
Envigado,Masculino,Administrativa,7227634.08,48,20,Técnico,Viudo,3,Nocturno,6.7
Bello,No Binario,Operativos,2189081.74,36,1,Secundaria,Casado,0,Diurno,7.3
Envigado,No Binario,Operativos,5263912.91,19,1,Técnico,Divorciado,3,Mixto,4.2
Estrella,Femenino,Operativos,2135443.05,38,16,Secundaria,Casado,4,Mixto,5.2
Sabaneta,Femenino,Operativos,3215998.89,31,40,Técnico,Divorciado,0,Diurno,1.5
Medellín,Masculino,Operativos,2076324.95,44,18,Técnico,Casado,1,Nocturno,7.4
Envigado,No Binario,Operativos,2951965.83,43,16,Técnico,Casado,0,Diurno,8.9
Sabaneta,Femenino,Servicios Generales,2687025.27,62,10,Profesional,Unión Libre,3,Diurno,3.8
Estrella,Femenino,Servicios Generales,3922162.38,23,0,Secundaria,Divorciado,0,Mixto,2.3
Estrella,No Binario,Administrativa,6336697.47,39,16,Técnico,Divorciado,0,Diurno,4.5
Estrella,Femenino,Servicios Generales,3200368.78,53,25,Técnico,Viudo,0,Diurno,3.3
Itagüí,Femenino,Administrativa,6626465.04,29,6,Secundaria,Casado,1,Diurno,3.1
Envigado,Masculino,Operativos,2035008.02,46,11,Profesional,Unión Libre,1,Diurno,4.6
Itagüí,Femenino,Operativos,5632880.81,26,19,Secundaria,Unión Libre,3,Mixto,2.7
Estrella,Femenino,Administrativa,7515654.77,56,22,Profesional,Unión Libre,0,Nocturno,9.4
Estrella,Femenino,Servicios Generales,3569058.29,62,34,Profesional,Soltero,0,Diurno,4.9
Envigado,No Binario,Servicios Generales,2365319.15,55,7,Secundaria,Divorciado,4,Diurno,7.8
Bello,Masculino,Operativos,3212891.14,34,34,Profesional,Unión Libre,0,Diurno,1.4
Medellín,No Binario,Administrativa,7946218.2,21,40,Técnico,Unión Libre,1,Nocturno,8.8
Itagüí,Femenino,Administrativa,6542361.89,30,12,Tecnólogo,Unión Libre,0,Nocturno,4.0
Estrella,Masculino,Operativos,3390018.94,43,21,Profesional,Unión Libre,3,Mixto,8.4
Estrella,No Binario,Operativos,3408309.53,42,14,Secundaria,Soltero,0,Mixto,5.2
Estrella,Masculino,Operativos,3180141.57,30,10,Secundaria,Casado,1,Diurno,3.4
Sabaneta,No Binario,Operativos,5380012.38,47,17,Tecnólogo,Divorciado,0,Nocturno,4.5
Sabaneta,Femenino,Servicios Generales,2860558.97,60,13,Secundaria,Divorciado,3,Nocturno,5.3
Bello,No Binario,Servicios Generales,2326991.11,37,40,Técnico,Casado,2,Nocturno,4.2
Itagüí,No Binario,Servicios Generales,3608897.23,27,7,Técnico,Divorciado,2,Diurno,6.4
Envigado,Masculino,Operativos,3302848.73,46,9,Técnico,Unión Libre,0,Nocturno,5.3
Envigado,Masculino,Servicios Generales,2751734.31,25,35,Profesional,Viudo,0,Nocturno,6.6
Sabaneta,Masculino,Servicios Generales,2969670.78,49,3,Tecnólogo,Divorciado,0,Diurno,6.7
Sabaneta,Masculino,Servicios Generales,2484738.46,28,35,Tecnólogo,Casado,1,Diurno,9.8
Sabaneta,Masculino,Operativos,2054870.79,45,33,Tecnólogo,Unión Libre,0,Diurno,1.5
Sabaneta,No Binario,Operativos,4163672.82,36,1,Secundaria,Viudo,0,Mixto,1.8
Estrella,Femenino,Operativos,4266300.41,42,23,Secundaria,Soltero,0,Mixto,9.4
Envigado,Femenino,Operativos,2166790.12,48,36,Tecnólogo,Soltero,0,Mixto,2.3
Itagüí,Femenino,Servicios Generales,3675135.26,46,2,Tecnólogo,Soltero,1,Mixto,8.7
Sabaneta,No Binario,Servicios Generales,2078911.64,34,7,Secundaria,Soltero,0,Diurno,9.8
Bello,Femenino,Operativos,2314296.64,28,37,Profesional,Viudo,2,Diurno,1.7
Sabaneta,No Binario,Operativos,3181634.78,33,0,Técnico,Soltero,1,Mixto,6.5
Sabaneta,Masculino,Servicios Generales,2244121.4,53,25,Posgrado,Unión Libre,3,Diurno,4.4
Estrella,Femenino,Servicios Generales,2731224.11,59,15,Técnico,Soltero,1,Nocturno,1.6
Envigado,Femenino,Administrativa,6214570.59,40,8,Profesional,Soltero,2,Diurno,1.5
Sabaneta,Masculino,Operativos,2577070.32,22,19,Secundaria,Viudo,1,Nocturno,9.3
Itagüí,Femenino,Servicios Generales,2058873.95,24,35,Tecnólogo,Unión Libre,3,Diurno,7.4
Medellín,Femenino,Operativos,2160272.51,22,0,Profesional,Unión Libre,0,Mixto,4.4
Estrella,Femenino,Operativos,2384677.33,57,9,Técnico,Soltero,2,Mixto,4.6
Bello,Masculino,Operativos,4286481.39,52,25,Posgrado,Viudo,1,Nocturno,2.9
Bello,Femenino,Servicios Generales,2915773.94,52,34,Técnico,Divorciado,2,Mixto,5.2
Sabaneta,Femenino,Servicios Generales,3522318.89,38,28,Tecnólogo,Casado,2,Mixto,6.5
Bello,Femenino,Administrativa,6856005.26,60,5,Técnico,Soltero,1,Mixto,2.2
Itagüí,Femenino,Operativos,4357390.43,27,3,Técnico,Divorciado,0,Diurno,5.3
Estrella,Masculino,Operativos,2318864.44,41,11,Técnico,Casado,0,Nocturno,6.2
Bello,Masculino,Operativos,3871703.84,22,10,Primaria,Viudo,3,Mixto,5.4
Estrella,Masculino,Administrativa,6686637.15,20,21,Tecnólogo,Soltero,0,Mixto,8.7
Bello,Femenino,Operativos,5685695.45,29,31,Profesional,Soltero,2,Nocturno,9.7
Itagüí,No Binario,Servicios Generales,3130132.48,62,26,Secundaria,Viudo,2,Mixto,3.7
Sabaneta,No Binario,Operativos,4622336.94,25,27,Técnico,Viudo,2,Nocturno,1.9
Estrella,Masculino,Operativos,5803034.33,49,12,Profesional,Unión Libre,1,Nocturno,3.4
Sabaneta,No Binario,Operativos,5687563.58,28,31,Secundaria,Casado,0,Diurno,6.2
Envigado,Femenino,Operativos,2940636.92,49,1,Posgrado,Divorciado,0,Mixto,6.7
Envigado,Femenino,Operativos,3739065.17,50,27,Profesional,Soltero,0,Diurno,1.8
Itagüí,Masculino,Operativos,4562939.36,39,14,Secundaria,Unión Libre,1,Mixto,4.1
Bello,No Binario,Operativos,2197570.13,22,14,Primaria,Viudo,0,Mixto,6.4
Estrella,Masculino,Servicios Generales,3151276.02,46,5,Técnico,Divorciado,0,Mixto,6.2
Itagüí,Femenino,Operativos,3985613.61,26,29,Posgrado,Viudo,0,Diurno,6.1
Sabaneta,Masculino,Operativos,3241898.38,62,29,Primaria,Divorciado,0,Nocturno,8.3
Envigado,Femenino,Operativos,2946110.42,53,15,Tecnólogo,Unión Libre,0,Mixto,3.3
Bello,Femenino,Operativos,2632864.41,40,34,Tecnólogo,Viudo,0,Mixto,4.7
Itagüí,Masculino,Servicios Generales,3962060.65,54,11,Tecnólogo,Divorciado,3,Nocturno,1.2
Bello,Femenino,Operativos,3456228.09,23,6,Posgrado,Casado,0,Diurno,3.6
Envigado,Masculino,Operativos,5962711.69,46,38,Tecnólogo,Casado,2,Nocturno,1.8
Itagüí,Femenino,Operativos,3223992.74,41,33,Posgrado,Soltero,2,Diurno,5.9
Envigado,Masculino,Operativos,5018296.31,53,9,Tecnólogo,Soltero,0,Nocturno,7.1
Medellín,Femenino,Operativos,4922418.72,37,18,Secundaria,Soltero,2,Diurno,4.8
Estrella,Femenino,Operativos,3955134.71,52,39,Profesional,Divorciado,2,Diurno,9.9
Bello,No Binario,Operativos,2312204.29,60,29,Profesional,Viudo,1,Nocturno,4.3
Estrella,No Binario,Operativos,5968183.44,51,33,Secundaria,Unión Libre,0,Mixto,8.5
Estrella,Femenino,Operativos,2677934.99,18,18,Secundaria,Viudo,2,Nocturno,8.1
Medellín,Femenino,Operativos,3999584.57,59,31,Profesional,Soltero,0,Diurno,5.7
Medellín,No Binario,Operativos,3244330.37,34,4,Profesional,Soltero,1,Nocturno,4.5
Bello,Femenino,Servicios Generales,2933496.97,45,4,Técnico,Unión Libre,1,Mixto,5.5
Itagüí,Femenino,Operativos,3578228.12,53,5,Técnico,Soltero,3,Diurno,5.3
Itagüí,Femenino,Operativos,5695593.41,62,0,Técnico,Divorciado,0,Nocturno,1.9
Envigado,No Binario,Operativos,2131509.59,43,39,Secundaria,Soltero,4,Diurno,8.8
Sabaneta,Masculino,Operativos,5208816.66,24,26,Profesional,Unión Libre,0,Nocturno,4.6
Itagüí,Femenino,Operativos,3006195.1,52,4,Técnico,Divorciado,2,Mixto,8.2
Medellín,Masculino,Operativos,4556947.15,29,9,Secundaria,Viudo,0,Nocturno,4.5
Envigado,Masculino,Servicios Generales,3819444.23,54,4,Profesional,Viudo,0,Nocturno,9.6
Envigado,Femenino,Servicios Generales,3747205.84,21,39,Técnico,Viudo,2,Mixto,4.2
Estrella,Femenino,Operativos,4182777.94,43,40,Secundaria,Unión Libre,1,Mixto,5.2
Bello,Femenino,Servicios Generales,2343857.85,29,22,Primaria,Casado,2,Nocturno,3.3
Sabaneta,No Binario,Operativos,2553519.56,59,31,Profesional,Unión Libre,4,Mixto,9.5
Sabaneta,Masculino,Operativos,5192074.79,29,32,Profesional,Viudo,2,Mixto,6.1
Envigado,Femenino,Servicios Generales,3699924.02,57,16,Técnico,Viudo,4,Mixto,6.2
Bello,Masculino,Operativos,3140146.99,61,18,Primaria,Viudo,0,Diurno,3.6
Envigado,No Binario,Operativos,2227332.03,46,29,Tecnólogo,Unión Libre,0,Nocturno,9.6
Estrella,Masculino,Operativos,2725652.78,42,7,Secundaria,Divorciado,0,Mixto,4.0
Medellín,Femenino,Operativos,5028624.43,32,9,Tecnólogo,Casado,1,Diurno,9.4
Estrella,Masculino,Operativos,2226286.61,53,36,Técnico,Soltero,0,Diurno,4.0
Sabaneta,Femenino,Operativos,4272636.7,21,19,Técnico,Unión Libre,0,Mixto,9.7
Estrella,Femenino,Operativos,4175525.7,49,4,Profesional,Viudo,0,Mixto,7.7
Itagüí,Femenino,Operativos,4009087.93,35,5,Tecnólogo,Divorciado,0,Nocturno,7.5
Estrella,Masculino,Operativos,3889778.16,26,28,Técnico,Viudo,0,Mixto,2.9
Bello,Femenino,Operativos,4391539.43,36,13,Técnico,Soltero,2,Nocturno,8.3
Medellín,Femenino,Servicios Generales,2331441.55,29,25,Secundaria,Divorciado,0,Diurno,7.2
Envigado,Masculino,Operativos,5589232.15,39,16,Técnico,Soltero,2,Mixto,2.6
Envigado,Masculino,Operativos,3958505.47,54,0,Profesional,Viudo,1,Nocturno,2.4
Estrella,Masculino,Operativos,3231487.4,60,20,Técnico,Viudo,0,Diurno,7.4
Bello,Masculino,Operativos,5337647.24,52,21,Técnico,Divorciado,0,Nocturno,7.4
Medellín,Femenino,Operativos,4026772.61,25,20,Secundaria,Soltero,3,Mixto,9.4
Medellín,Femenino,Operativos,4605899.37,47,0,Técnico,Soltero,1,Diurno,6.1
Envigado,Masculino,Operativos,3986719.49,36,38,Técnico,Viudo,2,Diurno,5.4
Itagüí,Masculino,Servicios Generales,2730781.57,60,40,Técnico,Unión Libre,0,Mixto,3.3
Medellín,Femenino,Operativos,5690356.95,42,21,Técnico,Divorciado,0,Mixto,3.7
Estrella,No Binario,Operativos,4817573.67,25,17,Técnico,Unión Libre,1,Diurno,6.3
Medellín,No Binario,Operativos,3752192.77,50,10,Secundaria,Casado,0,Diurno,7.8
Estrella,Masculino,Operativos,5372298.6,19,27,Profesional,Unión Libre,2,Diurno,7.8
Bello,Masculino,Operativos,3378777.57,30,14,Profesional,Soltero,0,Mixto,1.7
Envigado,Masculino,Servicios Generales,3286891.21,26,32,Secundaria,Casado,0,Nocturno,8.7
Envigado,Femenino,Operativos,5776650.8,23,10,Técnico,Divorciado,0,Mixto,6.6
Itagüí,No Binario,Servicios Generales,3879075.83,21,26,Técnico,Soltero,1,Mixto,3.4
Estrella,Femenino,Operativos,2008231.6,38,7,Primaria,Viudo,0,Diurno,8.8
Itagüí,No Binario,Operativos,5667429.29,29,17,Técnico,Casado,4,Diurno,8.2
Estrella,No Binario,Operativos,4625257.06,54,21,Secundaria,Divorciado,1,Diurno,2.2
Medellín,Femenino,Operativos,4034158.07,54,37,Secundaria,Divorciado,0,Diurno,9.4
Estrella,Masculino,Operativos,3342602.47,50,35,Profesional,Casado,2,Nocturno,9.7
Estrella,Masculino,Operativos,4549413.38,33,30,Profesional,Unión Libre,0,Diurno,4.1
Envigado,Femenino,Operativos,4634663.28,60,6,Técnico,Divorciado,2,Diurno,5.1
Sabaneta,Masculino,Operativos,3997769.42,42,32,Profesional,Soltero,1,Mixto,6.4
Estrella,No Binario,Operativos,3265390.2,33,20,Tecnólogo,Divorciado,0,Mixto,8.9
Sabaneta,No Binario,Servicios Generales,3338720.81,41,20,Profesional,Unión Libre,0,Nocturno,3.2
Itagüí,Masculino,Operativos,2191491.49,53,7,Técnico,Casado,3,Mixto,6.9
Medellín,Femenino,Operativos,4750488.91,40,11,Posgrado,Viudo,0,Diurno,2.7
Itagüí,No Binario,Servicios Generales,2028415.03,22,24,Técnico,Unión Libre,1,Nocturno,8.8
Envigado,Femenino,Operativos,5004236.43,58,27,Secundaria,Soltero,3,Diurno,9.6
Estrella,Femenino,Administrativa,6945967.72,34,17,Secundaria,Viudo,1,Diurno,1.4
Estrella,Femenino,Operativos,3673295.22,55,13,Secundaria,Divorciado,0,Diurno,8.4
Sabaneta,No Binario,Operativos,3246470.36,26,29,Profesional,Unión Libre,0,Mixto,2.2
Medellín,Femenino,Servicios Generales,2359121.34,60,17,Profesional,Divorciado,1,Diurno,7.1
Sabaneta,No Binario,Operativos,2038765.16,42,9,Posgrado,Viudo,0,Mixto,4.2
Bello,Masculino,Operativos,3709450.92,55,2,Posgrado,Divorciado,1,Diurno,9.2
Envigado,No Binario,Operativos,3956420.86,37,28,Técnico,Viudo,0,Nocturno,9.6
Sabaneta,No Binario,Operativos,2376544.16,43,23,Secundaria,Soltero,2,Diurno,2.0
Itagüí,Femenino,Operativos,3138450.43,20,8,Tecnólogo,Divorciado,1,Diurno,6.3
Itagüí,No Binario,Operativos,5174737.5,35,40,Profesional,Unión Libre,0,Diurno,8.0
Estrella,Femenino,Operativos,2999894.32,33,24,Secundaria,Divorciado,1,Nocturno,6.0
Envigado,Masculino,Operativos,4619500.75,30,2,Secundaria,Viudo,0,Mixto,6.4
Medellín,Femenino,Administrativa,7562251.8,49,35,Técnico,Soltero,0,Diurno,2.7
Bello,No Binario,Servicios Generales,3705890.2,52,8,Secundaria,Viudo,1,Nocturno,7.8
Envigado,Masculino,Servicios Generales,3219351.8,21,16,Posgrado,Soltero,1,Nocturno,3.3
Sabaneta,Femenino,Operativos,3774413.06,50,17,Profesional,Casado,0,Nocturno,9.8
Estrella,Femenino,Operativos,4305876.01,49,24,Técnico,Divorciado,0,Nocturno,2.8
Medellín,No Binario,Operativos,3418990.91,62,13,Profesional,Viudo,1,Diurno,1.9
Itagüí,Femenino,Operativos,4901141.67,55,2,Técnico,Soltero,3,Nocturno,4.1
Itagüí,No Binario,Operativos,5534644.47,19,10,Secundaria,Viudo,0,Diurno,10.0
Bello,Masculino,Operativos,2652604.15,43,31,Primaria,Unión Libre,1,Mixto,6.8
Bello,Femenino,Operativos,5798354.62,23,15,Técnico,Viudo,0,Diurno,1.9
Medellín,Femenino,Operativos,3457848.31,19,6,Tecnólogo,Soltero,0,Diurno,9.5
Medellín,Masculino,Administrativa,7782240.91,33,38,Técnico,Soltero,3,Mixto,4.8
Sabaneta,Femenino,Operativos,4092159.36,53,29,Profesional,Divorciado,2,Nocturno,7.3
Medellín,Masculino,Operativos,4289945.52,19,17,Profesional,Viudo,1,Diurno,7.4
Bello,Femenino,Operativos,2935532.55,56,5,Técnico,Viudo,3,Diurno,8.0
Bello,No Binario,Operativos,3105513.83,22,30,Técnico,Divorciado,0,Nocturno,9.9
Estrella,No Binario,Servicios Generales,2306450.11,50,6,Profesional,Viudo,1,Mixto,5.0
Bello,No Binario,Operativos,2836377.14,49,20,Profesional,Soltero,1,Mixto,7.3
Sabaneta,Femenino,Servicios Generales,2383151.21,46,19,Profesional,Casado,3,Nocturno,2.2
Estrella,Femenino,Operativos,3592940.24,59,37,Secundaria,Unión Libre,0,Mixto,9.7
Sabaneta,Masculino,Operativos,3381579.54,25,2,Secundaria,Divorciado,0,Nocturno,3.2
Medellín,Femenino,Operativos,2230413.65,34,24,Secundaria,Divorciado,1,Nocturno,2.9
Medellín,Femenino,Administrativa,6005677.85,25,23,Técnico,Unión Libre,0,Mixto,6.9
Sabaneta,Femenino,Servicios Generales,3063493.03,40,17,Secundaria,Divorciado,2,Diurno,4.9
Sabaneta,No Binario,Operativos,2414127.42,43,1,Posgrado,Soltero,1,Nocturno,2.8
Envigado,Femenino,Operativos,3932243.8,26,26,Secundaria,Soltero,1,Diurno,5.8
Envigado,Masculino,Operativos,2003990.94,56,24,Técnico,Viudo,1,Nocturno,7.1
Envigado,Masculino,Servicios Generales,2123241.09,22,10,Técnico,Soltero,0,Diurno,3.9
Medellín,No Binario,Operativos,4252128.32,40,31,Técnico,Viudo,1,Nocturno,7.6
Bello,Masculino,Operativos,5475030.46,31,8,Profesional,Casado,3,Mixto,10.0
Bello,Masculino,Operativos,3545758.93,42,22,Profesional,Soltero,1,Diurno,3.1
Bello,Femenino,Operativos,4635079.88,52,40,Tecnólogo,Unión Libre,2,Mixto,2.9
Sabaneta,Masculino,Operativos,3838991.59,57,23,Tecnólogo,Divorciado,0,Diurno,8.5
Medellín,Masculino,Operativos,5037208.92,57,34,Tecnólogo,Viudo,1,Mixto,1.0
Sabaneta,Masculino,Operativos,3973199.43,49,15,Secundaria,Casado,3,Mixto,8.1
Bello,No Binario,Administrativa,6381574.58,31,29,Profesional,Casado,3,Mixto,1.0
Sabaneta,Masculino,Operativos,4933456.64,62,10,Secundaria,Soltero,2,Diurno,5.5
Medellín,Femenino,Operativos,2754011.61,23,3,Secundaria,Viudo,0,Nocturno,8.8
Envigado,Masculino,Operativos,4203544.14,31,25,Tecnólogo,Soltero,0,Mixto,4.9
Bello,Femenino,Operativos,2451645.18,18,29,Tecnólogo,Casado,4,Diurno,7.9
Envigado,Masculino,Servicios Generales,2173043.16,41,29,Profesional,Viudo,1,Diurno,2.7
Estrella,Femenino,Administrativa,6137307.38,18,23,Técnico,Casado,0,Mixto,2.7
Envigado,Masculino,Operativos,3121035.22,32,29,Secundaria,Soltero,2,Nocturno,4.6
Medellín,Femenino,Servicios Generales,3599274.83,54,39,Secundaria,Unión Libre,0,Nocturno,4.1
Itagüí,No Binario,Operativos,5661438.74,58,26,Técnico,Divorciado,0,Diurno,8.8
Envigado,No Binario,Operativos,4579700.99,33,9,Secundaria,Soltero,0,Diurno,8.6
Itagüí,Masculino,Operativos,4650264.0,22,13,Profesional,Casado,3,Mixto,2.1
Medellín,Masculino,Operativos,2926205.52,27,40,Profesional,Unión Libre,1,Mixto,4.1
Sabaneta,No Binario,Operativos,5246828.16,47,2,Secundaria,Divorciado,0,Nocturno,4.3
Itagüí,No Binario,Operativos,4097941.64,58,25,Técnico,Divorciado,4,Diurno,4.5
